sys_time,open_time,open,high,low,close,close_time
2022-09-05 01:22:01.550684,2022-09-05 01:09:00,1565.89,1566.29,1565.49,1566.29,2022-09-05 01:09:59
2022-09-05 01:22:01.551665,2022-09-05 01:10:00,1566.33,1567.06,1566.16,1567.06,2022-09-05 01:10:59
2022-09-05 01:22:01.551930,2022-09-05 01:11:00,1567.06,1567.14,1565.88,1566.29,2022-09-05 01:11:59
2022-09-05 01:22:01.552058,2022-09-05 01:12:00,1566.45,1567.18,1566.45,1566.49,2022-09-05 01:12:59
2022-09-05 01:22:01.552160,2022-09-05 01:13:00,1566.49,1568.54,1566.49,1568.16,2022-09-05 01:13:59
2022-09-05 01:22:01.552250,2022-09-05 01:14:00,1568.12,1568.59,1568.12,1568.38,2022-09-05 01:14:59
2022-09-05 01:22:01.552341,2022-09-05 01:15:00,1568.44,1568.44,1567.65,1567.98,2022-09-05 01:15:59
2022-09-05 01:22:01.552438,2022-09-05 01:16:00,1568.01,1568.19,1567.48,1567.56,2022-09-05 01:16:59
2022-09-05 01:22:01.552536,2022-09-05 01:17:00,1567.56,1567.70,1566.98,1567.32,2022-09-05 01:17:59
2022-09-05 01:22:01.552640,2022-09-05 01:18:00,1567.32,1567.39,1566.57,1567.07,2022-09-05 01:18:59
2022-09-05 01:22:01.552736,2022-09-05 01:19:00,1567.03,1567.07,1566.57,1567.07,2022-09-05 01:19:59
2022-09-05 01:22:01.552844,2022-09-05 01:20:00,1567.19,1567.19,1566.79,1566.80,2022-09-05 01:20:59
2022-09-05 01:22:01.552972,2022-09-05 01:21:00,1566.81,1566.85,1566.21,1566.62,2022-09-05 01:21:59
